u_r,u_theta,ro_i,agent_position_y[1],agent_position_y[2],agent_position_y[3],agent_position_y[4],agent_position_y[5],agent_position_y[6]
-0.005999999999999999,0.00047999999999999996,5.0,5.0000096,9.330127018922193,9.330127018922195,5.000000000000001,0.6698729810778072,0.6698729810778072
-2.744556778080376,0.0065279911825209145,5.0,5.0000096,9.282655180995091,9.330127018922195,5.000000000000001,0.6698729810778072,0.6698729810778072
-10.969227112321505,-15.695090813604708,5.000000000000001,5.0000096,9.282655180995091,9.297085340275213,5.000000000000001,0.6698729810778072,0.6698729810778072
-24.680011002723397,15.506432601263706,5.0,5.0000096,9.282655180995091,9.297085340275213,4.6898713479747265,0.6698729810778072,0.6698729810778072
-10.969227112321514,0.1596579285285445,5.000000000000001,5.0000096,9.282655180995091,9.297085340275213,4.6898713479747265,0.8582689885755508,0.6698729810778072
-2.744556778080376,-0.0043665288544051835,5.0,5.0000096,9.282655180995091,9.297085340275213,4.6898713479747265,0.8582689885755508,0.7173664336281907
-0.025999382732747583,0.0024802928188423223,4.987880011577737,5.000059203354372,9.282655180995091,9.297085340275213,4.6898713479747265,0.8582689885755508,0.7173664336281907
-0.02273829426101523,-0.16485670954562703,4.939132565821722,5.000059203354372,9.28061838257486,9.297085340275213,4.6898713479747265,0.8582689885755508,0.7173664336281907
-0.03127643326054105,0.4738183994157186,4.796241160643598,5.000059203354372,9.28061838257486,9.292315565666017,4.6898713479747265,0.8582689885755508,0.7173664336281907
-0.03432569593955609,-0.30592182278806834,4.529029401165487,5.000059203354372,9.28061838257486,9.292315565666017,4.696022431826844,0.8582689885755508,0.7173664336281907
-0.021988940134632463,0.0008078870808417783,4.786608405879737,5.000059203354372,9.28061838257486,9.292315565666017,4.696022431826844,0.8586414167827154,0.7173664336281907
-0.022712885934290196,0.007354333272351941,4.939107501830848,5.000059203354372,9.28061838257486,9.292315565666017,4.696022431826844,0.8586414167827154,0.7178335861321009
-0.045936132150743846,0.0028016688716318277,4.975360105637614,5.000115215163544,9.28061838257486,9.292315565666017,4.696022431826844,0.8586414167827154,0.7178335861321009
-0.042430956657767,0.007300088981132336,4.932742620065138,5.000115215163544,9.279954491783558,9.292315565666017,4.696022431826844,0.8586414167827154,0.7178335861321009
-0.04074400064098038,-0.014180308498572242,4.801027156416578,5.000115215163544,9.279954491783558,9.291714064180407,4.696022431826844,0.8586414167827154,0.7178335861321009
-0.041460257043058814,0.0026515012705309957,4.540317055018698,5.000115215163544,9.279954491783558,9.291714064180407,4.6960250261155565,0.8586414167827154,0.7178335861321009
-0.04100965578537647,0.009271821671612536,4.792158106614473,5.000115215163544,9.279954491783558,9.291714064180407,4.6960250261155565,0.8592569061229661,0.7178335861321009
-0.042381834607552904,0.009212959455851408,4.932648496049314,5.000115215163544,9.279954491783558,9.291714064180407,4.6960250261155565,0.8592569061229661,0.7186608920089148
-0.06580825448517799,0.006518735623556923,4.962441605226418,5.0002455249448285,9.279954491783558,9.291714064180407,4.6960250261155565,0.8592569061229661,0.7186608920089148
-0.0620985950474273,0.000809230779480071,4.926005200732984,5.0002455249448285,9.278883385002398,9.291714064180407,4.6960250261155565,0.8592569061229661,0.7186608920089148
-0.05976642089468443,0.0007400387344172026,4.805663362614941,5.0002455249448285,9.278883385002398,9.290639880996173,4.6960250261155565,0.8592569061229661,0.7186608920089148
-0.0592730766842764,-0.005101509153789661,4.551455971818606,5.0002455249448285,9.278883385002398,9.290639880996173,4.696205967543096,0.8592569061229661,0.7186608920089148
-0.06004997314689251,0.010944131049494345,4.797324604665321,5.0002455249448285,9.278883385002398,9.290639880996173,4.696205967543096,0.8601829597957797,0.7186608920089148
-0.06201665242140729,0.011229031372303005,4.925792672921167,5.0002455249448285,9.278883385002398,9.290639880996173,4.696205967543096,0.8601829597957797,0.719849986088404
-0.08561376735599757,0.008364031423617007,4.949125876788223,5.000412640914861,9.278883385002398,9.290639880996173,4.696205967543096,0.8601829597957797,0.719849986088404
-0.08172447592474912,0.0030342141753369562,4.9189218386040645,5.000412640914861,9.277491422898178,9.290639880996173,4.696205967543096,0.8601829597957797,0.719849986088404
-0.0788424915770072,0.00233549079965678,4.809968499801092,5.000412640914861,9.277491422898178,9.289212099665258,4.696205967543096,0.8601829597957797,0.719849986088404
-0.07714511484827775,-0.006723002474628398,4.562236696775251,5.000412640914861,9.277491422898178,9.289212099665258,4.696442791761647,0.8601829597957797,0.719849986088404
-0.07911462370869143,0.012820905147881551,4.802107413401254,5.000412640914861,9.277491422898178,9.289212099665258,4.696442791761647,0.86141698692426,0.719849986088404
-0.0816149410858342,0.01322257279114437,4.918540657634685,5.000412640914861,9.277491422898178,9.289212099665258,4.696442791761647,0.86141698692426,0.7214006613270465
-0.10535068851784897,0.010328146903898315,4.935414325670644,5.0006188739984765,9.277491422898178,9.289212099665258,4.696442791761647,0.86141698692426,0.7214006613270465
-0.10131351050192587,0.004946867510610941,4.911493675968283,5.0006188739984765,9.275775174489695,9.289212099665258,4.696442791761647,0.86141698692426,0.7214006613270465
-0.09793782910765607,0.004261441268891093,4.813941379922942,5.0006188739984765,9.275775174489695,9.287428023012119,4.696442791761647,0.86141698692426,0.7214006613270465
-0.09506920800623438,-0.008466279887948668,4.5726579999237895,5.0006188739984765,9.275775174489695,9.287428023012119,4.696737818963291,0.86141698692426,0.7214006613270465
